№ п/п;Код ресурса;Наименование ресурса;Ед.изм.;Кол-во;Сметная стоимоть  в базисном уровне;;;;
;;;;;На ед.    изм.;Общ;ЗП маш;;
132;Прайс-лист Юнит - систем безопасности;"Органайзер кабельный горизонтальный 19"" 1 U, 4 кольца, цвет черный ГКО-4.62-9005";шт;1;52,17;52,17;;;80
20;Прайс-лист Юнит - систем безопасности;"Органайзер кабельный горизонтальный 19"" 1 U, 4 кольца, цвет черный ГКО-4.62-9005";шт;1;39,27;39,27;;;80
309;"Прайс ЗАО ПО ""Спецавтоматика"" 116.4-01-СМ4.2.1 стр. 179 П.4";"Ороситель дренчерный пенный
универсальный
ДПО0-РУо0,74-R1/2/.В3-""ДПУ-15";шт;74;31,96;2365,04;;;73
331;"Прайс ЗАО ПО ""Спецавтоматика""№ 1403 от 21.05.2020 п.2 СМ116.4-01-СМ4.2.1 стр.179";"Ороситель дренчерный пенный
универсальный
ДПО0-РУо0,74-R1/2/.В3-""ДПУ-15""";шт;825;42,46;35029,5;;;74
46;"п.2; 116.4-01-СМ4.5, Том 11.4.5 (КАЦ п.17.41), Счет OОО«ВсеИнструменты.ру»";Осушитель сжатого воздуха рефрижераторный ЕКОМАК CAD до 13 бар, до 15 м3/минуту, 735х898х962 мм, 2,7 кВт, 158 кг;шт;1;54390,58;54390,58;;;112
29;"п.2; 116.4-01-СМ4.5, Том 11.4.5  (КАЦ п.18.28), Счет OОО«ВсеИнструменты.ру»";Осушитель сжатого воздуха рефрижераторный ЕКОМАК CAD до 13 бар, до 15 м3/минуту, 735х898х962 мм, 2,7 кВт, 158 кг;шт;1;54390,58;54390,58;;;112
65;"п.2; 116.4-01-СМ4.5, Том 11.4.5  (КАЦ п.21.43), Счет OОО«ВсеИнструменты.ру»";Осушитель сжатого воздуха рефрижераторный ЕКОМАК CAD до 13 бар, до 15 м3/минуту, 735х898х962 мм, 2,7 кВт, 158 кг;шт;1;54390,58;54390,58;;;112
29;"стр.201, п.1; 116.4-01-СМ4.5.2, Том 11.4.5.2  (КАЦ п.19.24), Счет OОО«ВсеИнструменты.ру»";Осушитель сжатого воздуха рефрижераторный ЕКОМАК CAD до 13 бар, до 6,5 м3/минуту, 580х590х899 мм, 2,01 кВт, 80 кг;шт;1;24372,9;24372,9;;;113
40;"п.1; 116.4-01-СМ4.5, Том 11.4.5  (КАЦ п.20.41), Счет OОО«ВсеИнструменты.ру»";Осушитель сжатого воздуха рефрижераторный ЕКОМАК CAD до 13 бар, до 6,5 м3/минуту, 580х590х899 мм, 2,01 кВт, 80 кг;шт;1;24372,9;24372,9;;;113
47;"п.1; 116.4-01-СМ4.5, Том 11.4.5 (КАЦ п.22.42), Счет OОО«ВсеИнструменты.ру»";Осушитель сжатого воздуха рефрижераторный ЕКОМАК CAD до 13 бар, до 6,5 м3/минуту, 580х590х899 мм, 2,01 кВт, 80 кг;шт;1;24372,9;24372,9;;;113
21;"п.1; 116.4-01-СМ4.5, Том 11.4.5 (КАЦ п.24.32); Счет OОО«ВсеИнструменты.ру»";Осушитель сжатого воздуха рефрижераторный ЕКОМАК CAD до 13 бар, до 6,5 м3/минуту, 580х590х899 мм, 2,01 кВт, 80 кг;шт;1;24372,9;24372,9;;;113
80;"Прайс лист ""Компрессорофф"" (116.4-01-СМ4.4  стр.131)";"Осушитель-охладитель Comprag RDX-12. Производительность, л/мин– до 1200; Давление максимальное, бар – 16; Установленная мощность, кВт – 0,38";шт;1;8613,62;8613,62;;;140
121;"п.403 КА; ком.предложение ООО""ВТС"" от21.07.2020г.";П1, П2 Канальная приточная подвесная вентиляционная установка VVVS100-R-FHV;компл;2;37718,86;75437,72;;;75
123;"п.405КА; ком.предложение ООО""ВТС от21.07.2020г.";П1, П2 Модуль управления;компл;2;20970,77;41941,54;;;24
122;"п.404 КА; ком.предложение ООО""ВТС от21.07.2020г.";П1, П2 Опциональные элементы;компл;2;23458,69;46917,38;;;28
94;"п.405 КА; ООО ""ВТС""";П3, П4  Модуль управления;компл;2;17475,64;34951,28;;;25
95;"п.406.6 КА; ООО ""ВТС""";П3, П4 Канальная приточная подвесная вентиляционная установка VVVS120-L-FHV;компл;2;37217,58;74435,16;;;75
93;"п.404 КА; ООО ""ВТС""";П3, П4 Опциональные элементы;компл;2;19548,91;39097,82;;;28
141;"п.406,1 КА; ком.предложение VTS от21.07.2020г.";П5   VVS021-R-FHV;комплект;1;12333,49;12333,49;;;17
142;"п.406.2 КА; ком.предложение VTS от21.07.2020г.";П6 VVS021-R-FHV;комплект;1;12333,49;12333,49;;;15
230;"Прайс-лист  ""Schneider Electric""";"Панель вводная напольного исполнения с переключателем, Uн ~ 380/220 В, 50 Гц. Состав панели:  Вводные переключатели-рубильники: 2х Iн=400 А; Вводные автоматические выключатели:  2х Iн=250 А. ВРУ";комплект;1;400869,57;400869,57;;;194
116;Прайс-лист  Компания ЦМО;"Панель заземления горизонтальная/вертикальная 19"" 500 мм / 200 А	         ПЗ-19-500.200А";шт;1;150,58;150,58;;;88
121;Прайс-лист  Компания ЦМО;"Панель заземления горизонтальная/вертикальная 19"" 500 мм / 200 А	         ПЗ-19-500.200А";шт;1;150,58;150,58;;;88
116;Прайс-лист  Компания ЦМО;"Панель заземления горизонтальная/вертикальная 19"" 500 мм / 200 А	         ПЗ-19-500.200А";шт;1;150,58;150,58;;;88
112;Прайс-лист  Компания ЦМО;"Панель заземления горизонтальная/вертикальная 19"" 500 мм / 200 А          ПЗ-19-500.200А";шт;1;150,58;150,58;;;88
113;Прайс-лист  Компания ЦМО;"Панель заземления горизонтальная/вертикальная 19"" 500 мм / 200 А          ПЗ-19-500.200А";шт;1;150,58;150,58;;;88
116;Прайс-лист  Компания ЦМО;"Панель заземления горизонтальная/вертикальная 19"" 500 мм / 200 А          ПЗ-19-500.200А";шт;1;150,58;150,58;;;88
104;Прайс-лист  Компания ЦМО;"Панель заземления горизонтальная/вертикальная 19"" 500 мм / 200 А          ПЗ-19-500.200А";шт;1;150,58;150,58;;;88
117;Прайс-лист  Компания ЦМО;"Панель заземления горизонтальная/вертикальная 19"" 500 мм / 200 А          ПЗ-19-500.200А";шт;1;150,58;150,58;;;88
115;Прайс-лист  Компания ЦМО;"Панель заземления горизонтальная/вертикальная 19"" 500 мм / 200 А          ПЗ-19-500.200А";шт;1;150,58;150,58;;;88
103;Прайс-лист  компания Layta ;Панель основания, глубина 50 мм RITTAL 5001.210;шт;3;79,91;239,73;;;47
95;Прайс-лист  компания Layta ;Панель основания, глубина 50 мм RITTAL 5001.210;шт;1;79,91;79,91;;;47
115;Прайс-лист  компания Layta ;Панель основания, глубина 50 мм RITTAL 5001.210;шт;2;79,91;159,82;;;47
78;Прайс-лист  компания Layta ;Панель основания, глубина 50 мм RITTAL 5001.210;шт;1;79,91;79,91;;;47
101;Прайс-лист  компания Layta ;Панель основания, глубина 50 мм RITTAL 5001.210;шт;1;79,91;79,91;;;47
87;Прайс-лист  компания Layta ;Панель основания, глубина 50 мм RITTAL 5001.210;шт;1;79,91;79,91;;;47
91;Прайс-лист  компания Layta ;Панель основания, глубина 50 мм RITTAL 5001.210;шт;2;79,91;159,82;;;47
90;Прайс-лист  компания Layta ;Панель основания, глубина 50 мм RITTAL 5001.210;шт;2;79,91;159,82;;;47
251;"Прайс-лист  ООО ""НИКом""";Панель противопожарных устройств, ~400 В, ЩУ-П НИКОМ 400-IP31-1;комплект;1;588,99;588,99;;;63
228;"Прайс-лист  ООО ""НИКом""";"Панель противопожарных устройств, ~400 В, ЩУ-П НИКОМ 400(25)-IP31-1[1/400/20-2/400/16-1/230/16-4/230/10]+АВР;6;SE;К.";комплект;1;6742,32;6742,32;;;116
145;"Прайс-лист  ООО ""НИКом""";"Панель противопожарных устройств, ~400 В,ЩУ-П НИКОМ 400(25)-IP31-1[1/400/20-2/400/16-1/230/16-4/230/10]+АВР;6;SE;К.";комплект;1;6742,32;6742,32;;;115
215;"Прайс-лист  ООО ""НИКом""";"Панель противопожарных устройств, ~400 В,ЩУ-П НИКОМ 400(50)-IP31-1[2/400/6-8/400/10-4/400/16-6/230/10]+АВР;6;SE;К.";комплект;1;13536,78;13536,78;;;114
214;"Прайс-лист  ООО ""НИКом""";"Панель противопожарных устройств, ~400 В,ЩУ-П НИКОМ 400(50)-IP31-1[2/400/6-8/400/10-4/400/16-6/230/10]+АВР;6;SE;К.";комплект;1;13536,78;13536,78;;;114
110;"Прайс-лист  ООО ""НИКом""";"Панель противопожарных устройств, ~400 В,ЩУ-П НИКОМ 400(63)-IP31-1[2/400/6-4/230/6]+АВР;6;SE;К.";комплект;1;5944,93;5944,93;;;95
192;"Прайс-лист  ООО ""НИКом""";"Панель противопожарных устройств, ~400В, IP54, цвет корпуса красный, c АВР габаритами: 600×500×220 мм (В×Ш×Г)ЩУ-П НИКОМ 400(50)-IP31-1[1/400/25-5/400/16-2/230/16-6/230/10]+АВР;6;SE;К.";комплект;1;10166,09;10166,09;;;183
226;"Прайс-лист  ООО ""НИКом""";"Панель противопожарных устройств, ~400В,ЩУ-П НИКОМ 400(20)-IP31-1[5/400/16-10/230/10]+АВР;6;SE;К";комплект;1;9791,36;9791,36;;;96
1062;"Прайс ОП ООО ""НЕД-центр"" № ND20-028792/19 от 11.11.2020г., 116.4-01-СМ4.2.2, стр.175, п.565";Панель управления LCP для FC-051 №132B0101;шт;1;342,59;342,59;;;42
